client_id,program_name,provider,entry_date,exit_date,exited_flag,exit_interview_completed,exit_destination,income_at_exit_range,permanent_housing_flag
C01228,OTHER_COC,Provider_17,2023-01-02,2023-12-31,1,1,Other,Data Not Collected,0
C01229,HHCM,Provider_03,2022-01-28,2022-09-25,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01230,OTHER_COC,Provider_02,2023-01-17,2023-07-14,1,1,Staying with family (temporary),"$2,001+",1
C01231,OTHER_COC,Provider_13,2022-07-31,2022-11-10,1,1,Staying with family (temporary),"$2,001+",0
C01232,OTHER_COC,Provider_06,2023-09-08,2023-12-16,1,1,Staying with family (temporary),"$2,001+",1
C01233,OTHER_COC,Provider_13,2023-12-09,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,1
C01234,SHI,Provider_01,2022-10-05,2023-11-17,1,1,Jail/prison/juvenile detention,"$2,001+",0
C01235,OTHER_COC,Provider_01,2022-03-25,2022-07-22,1,1,Staying with family (temporary),"$2,001+",0
C01236,OTHER_COC,Provider_01,2023-04-08,2023-08-29,1,1,Other,"$2,001+",1
C01237,SHI,Provider_08,2023-04-04,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01238,SHI,Provider_13,2023-05-22,2023-12-31,1,1,Deceased,Data Not Collected,0
C01239,OTHER_COC,Provider_06,2023-02-09,2023-04-10,1,1,Staying with family (temporary),"$2,001+",1
C01240,OTHER_COC,Provider_01,2022-09-01,2023-06-25,1,1,Staying with family (temporary),"$2,001+",0
C01241,OTHER_COC,Provider_04,2022-03-31,2022-09-02,1,1,Other,"$2,001+",0
C01242,SHI,Provider_03,2023-12-10,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C01243,OTHER_COC,Provider_08,2022-01-21,2022-10-19,1,1,Other,"$2,001+",1
C01244,SHI,Provider_08,2023-10-12,2023-12-31,0,1,Jail/prison/juvenile detention,Data Not Collected,0
C01245,OTHER_COC,Provider_01,2023-05-01,2023-07-09,1,1,Staying with family (temporary),"$2,001+",0
C01246,HHCM,Provider_06,2023-12-26,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01247,OTHER_COC,Provider_08,2023-11-10,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01248,CEA,Provider_03,2022-02-22,2022-10-17,1,1,Staying with friends (temporary),Data Not Collected,0
C01249,OTHER_COC,Provider_06,2022-03-29,2022-10-15,1,1,Staying with friends (temporary),"$2,001+",1
C01250,SHI,Provider_08,2022-04-29,2022-11-11,1,1,Deceased,"$2,001+",0
C01251,OTHER_COC,Provider_06,2023-12-27,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C01252,OTHER_COC,Provider_01,2022-08-05,2022-09-17,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01253,HHCM,Provider_02,2022-07-10,2023-01-21,1,1,Place not meant for habitation,"$501–$1,000",0
C01254,OTHER_COC,Provider_12,2022-11-11,2023-03-19,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01255,OTHER_COC,Provider_03,2023-06-20,2023-12-31,1,1,Other,Data Not Collected,1
C01256,HHCM,Provider_13,2022-11-07,2023-02-06,1,1,Staying with family (temporary),Data Not Collected,1
C01257,OTHER_COC,Provider_07,2023-05-13,2023-10-28,1,1,Emergency shelter (voucher),"$2,001+",1
C01258,OTHER_COC,Provider_07,2023-01-14,2023-08-09,1,1,Staying with family (temporary),"$2,001+",1
C01259,OTHER_COC,Provider_12,2023-07-23,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01260,CEA,Provider_05,2023-06-25,2023-09-27,1,1,Other,No Income,1
C01261,HHCM,Provider_02,2023-07-30,2023-12-31,1,0,No Exit Interview completed,Data Not Collected,0
C01262,SHI,Provider_01,2022-11-18,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C01263,OTHER_COC,Provider_08,2023-04-24,2023-12-26,1,1,Staying with family (temporary),"$1,501–$2,000",0
C01264,OTHER_COC,Provider_07,2023-02-18,2023-12-07,1,1,Staying with family (temporary),"$2,001+",0
C01265,OTHER_COC,Provider_12,2023-08-04,2023-11-08,1,1,Other,$251–$500,1
C01266,HHCM,Provider_06,2023-11-28,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01267,HHCM,Provider_06,2023-08-08,2023-10-29,1,1,Staying with friends (temporary),"$2,001+",1
C01268,CEA,Provider_03,2022-02-18,2022-12-17,1,1,No Exit Interview completed,"$1,001–$1,500",0
C01269,HHCM,Provider_02,2023-11-09,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01270,SHI,Provider_13,2022-06-25,2023-03-01,1,1,Emergency shelter (voucher),No Income,1
C01271,HHCM,Provider_01,2023-01-08,2023-05-15,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C01272,OTHER_COC,Provider_13,2023-03-15,2023-07-28,1,1,Staying with friends (temporary),"$2,001+",0
C01273,OTHER_COC,Provider_01,2022-12-26,2023-03-13,1,1,Staying with friends (temporary),No Income,1
C01274,HHCM,Provider_07,2023-12-05,2023-12-31,1,1,Place not meant for habitation,Data Not Collected,0
C01275,CEA,Provider_01,2022-06-05,2022-10-27,1,1,"Rental by client, with ongoing housing subsidy",$151–$250,1
C01276,OTHER_COC,Provider_12,2023-12-02,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01277,OTHER_COC,Provider_02,2023-07-29,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01278,CEA,Provider_08,2022-04-28,2022-07-23,1,1,Other,"$2,001+",0
C01279,SHI,Provider_14,2023-08-12,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C01280,HHCM,Provider_08,2023-03-07,2023-11-02,1,1,Emergency shelter (voucher),"$2,001+",0
C01281,SHI,Provider_02,2022-01-28,2023-03-19,1,1,No Exit Interview completed,"$2,001+",1
C01282,SHI,Provider_12,2023-01-31,2023-12-31,0,1,Jail/prison/juvenile detention,Data Not Collected,0
C01283,OTHER_COC,Provider_06,2023-10-28,2023-12-07,1,1,Staying with friends (temporary),"$2,001+",0
C01284,OTHER_COC,Provider_01,2022-10-11,2023-03-22,1,1,No Exit Interview completed,No Income,0
C01285,OTHER_COC,Provider_07,2022-01-01,2022-07-16,1,0,No Exit Interview completed,"$2,001+",0
C01286,OTHER_COC,Provider_12,2023-08-04,2023-10-19,1,1,Staying with friends (temporary),"$2,001+",1
C01287,OTHER_COC,Provider_06,2022-06-27,2022-10-18,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01288,OTHER_COC,Provider_12,2022-11-16,2023-05-06,1,1,"Rental by client, with ongoing housing subsidy","$1,501–$2,000",0
C01289,OTHER_COC,Provider_10,2022-10-20,2023-02-10,1,1,Other,"$2,001+",1
C01290,OTHER_COC,Provider_06,2022-04-29,2022-08-06,1,1,Other,Data Not Collected,0
C01291,OTHER_COC,Provider_03,2022-04-01,2022-07-01,1,1,Emergency shelter (voucher),$251–$500,1
C01292,OTHER_COC,Provider_10,2022-08-22,2023-01-29,1,1,"Rental by client, with ongoing housing subsidy","$1,001–$1,500",1
C01293,OTHER_COC,Provider_04,2023-09-17,2023-10-23,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C01294,OTHER_COC,Provider_02,2022-07-05,2022-11-11,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01295,OTHER_COC,Provider_03,2022-12-16,2023-03-21,1,1,Other,"$2,001+",0
C01296,OTHER_COC,Provider_13,2022-09-16,2023-06-26,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01297,HHCM,Provider_03,2023-08-03,2023-11-30,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01298,OTHER_COC,Provider_02,2023-02-14,2023-05-11,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01299,OTHER_COC,Provider_02,2023-12-17,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01300,OTHER_COC,Provider_01,2023-06-13,2023-09-30,1,1,Staying with family (temporary),"$1,001–$1,500",1
C01301,OTHER_COC,Provider_15,2023-07-31,2023-10-08,1,1,Staying with friends (temporary),"$2,001+",0
C01302,OTHER_COC,Provider_08,2023-10-02,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01303,OTHER_COC,Provider_10,2023-02-12,2023-06-19,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01304,OTHER_COC,Provider_12,2023-03-15,2023-05-22,1,1,Other,"$2,001+",0
C01305,HHCM,Provider_03,2023-09-03,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C01306,HHCM,Provider_12,2022-05-03,2022-12-29,1,0,No Exit Interview completed,"$1,501–$2,000",0
C01307,OTHER_COC,Provider_15,2022-06-12,2022-07-28,1,1,Staying with friends (temporary),"$2,001+",1
C01308,OTHER_COC,Provider_10,2022-07-31,2022-12-31,1,1,Staying with family (temporary),No Income,0
C01309,OTHER_COC,Provider_10,2023-09-07,2023-11-07,1,1,Staying with family (temporary),No Income,0
C01310,SHI,Provider_06,2023-07-20,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,0
C01311,OTHER_COC,Provider_13,2023-04-06,2023-08-19,1,1,Staying with family (temporary),"$2,001+",1
C01312,SHI,Provider_01,2023-03-30,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01313,OTHER_COC,Provider_10,2022-09-21,2022-11-11,1,1,"Rental by client, with ongoing housing subsidy","$1,501–$2,000",0
C01314,SHI,Provider_03,2022-04-28,2023-12-31,0,1,Deceased,Data Not Collected,0
C01315,OTHER_COC,Provider_08,2022-11-16,2023-09-22,1,1,Staying with friends (temporary),"$1,501–$2,000",0
C01316,OTHER_COC,Provider_13,2022-02-09,2022-12-25,1,1,Staying with family (temporary),"$2,001+",0
C01317,CEA,Provider_08,2023-02-20,2023-06-11,1,1,Staying with family (temporary),Data Not Collected,1
C01318,OTHER_COC,Provider_01,2023-08-06,2023-11-15,1,1,Staying with family (temporary),"$2,001+",0
C01319,OTHER_COC,Provider_10,2022-12-10,2023-02-06,1,0,No Exit Interview completed,Data Not Collected,0
C01320,CEA,Provider_15,2022-03-13,2022-07-01,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01321,SHI,Provider_08,2023-09-03,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C01322,SHI,Provider_13,2023-02-15,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C01323,OTHER_COC,Provider_13,2023-07-02,2023-09-17,1,1,"Rental by client, no ongoing housing subsidy",$151–$250,1
C01324,OTHER_COC,Provider_13,2022-02-21,2023-02-21,1,1,No Exit Interview completed,"$2,001+",1
C01325,OTHER_COC,Provider_03,2023-01-02,2023-10-24,1,1,Emergency shelter (voucher),"$2,001+",1
C01326,CEA,Provider_07,2023-09-29,2023-12-25,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01327,SHI,Provider_13,2023-02-04,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C01328,OTHER_COC,Provider_14,2023-11-08,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C01329,HHCM,Provider_02,2023-04-29,2023-11-13,1,1,Emergency shelter (voucher),"$2,001+",0
C01330,SHI,Provider_02,2023-04-24,2023-12-31,0,0,No Exit Interview completed,Data Not Collected,0
C01331,OTHER_COC,Provider_03,2023-02-20,2023-11-22,1,1,No Exit Interview completed,No Income,0
C01332,HHCM,Provider_12,2023-05-09,2023-09-20,1,1,Staying with friends (temporary),"$2,001+",0
C01333,OTHER_COC,Provider_13,2022-06-28,2022-09-13,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01334,OTHER_COC,Provider_08,2022-07-27,2022-10-01,1,1,Staying with family (temporary),No Income,1
C01335,OTHER_COC,Provider_01,2023-11-23,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C01336,OTHER_COC,Provider_03,2023-04-14,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01337,HHCM,Provider_13,2022-10-06,2023-03-01,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C01338,SHI,Provider_03,2022-05-14,2023-06-11,1,1,Long-term care/nursing home,"$2,001+",1
C01339,OTHER_COC,Provider_01,2023-12-07,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01340,OTHER_COC,Provider_03,2022-08-12,2023-02-14,1,1,"Rental by client, no ongoing housing subsidy",No Income,1
C01341,OTHER_COC,Provider_12,2022-11-14,2023-11-14,1,1,Emergency shelter (voucher),"$1,001–$1,500",0
C01342,OTHER_COC,Provider_07,2023-05-28,2023-10-19,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01343,CEA,Provider_02,2023-04-23,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C01344,OTHER_COC,Provider_03,2022-05-13,2022-11-04,1,1,Staying with friends (temporary),"$2,001+",0
C01345,OTHER_COC,Provider_15,2022-07-04,2023-02-07,1,0,No Exit Interview completed,"$2,001+",1
C01346,OTHER_COC,Provider_06,2023-05-08,2023-10-19,1,1,Staying with family (temporary),No Income,1
C01347,OTHER_COC,Provider_06,2023-05-19,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01348,OTHER_COC,Provider_02,2023-06-10,2023-09-13,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01349,OTHER_COC,Provider_03,2022-06-30,2023-05-30,1,1,Other,"$1,001–$1,500",0
C01350,SHI,Provider_13,2022-03-15,2023-04-02,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01351,OTHER_COC,Provider_12,2022-11-27,2023-08-30,1,1,Other,"$2,001+",1
C01352,CEA,Provider_06,2023-05-14,2023-09-02,1,1,No Exit Interview completed,"$2,001+",0
C01353,OTHER_COC,Provider_13,2023-07-24,2023-09-20,1,1,Emergency shelter (voucher),"$1,501–$2,000",1
C01354,SHI,Provider_04,2023-09-21,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01355,OTHER_COC,Provider_13,2023-06-21,2023-12-09,1,1,Emergency shelter (voucher),No Income,0
C01356,OTHER_COC,Provider_01,2023-03-04,2023-06-14,1,1,No Exit Interview completed,"$2,001+",0
C01357,OTHER_COC,Provider_03,2023-06-05,2023-10-22,1,1,Emergency shelter (voucher),"$2,001+",0
C01358,OTHER_COC,Provider_13,2022-03-17,2022-10-10,1,1,Emergency shelter (voucher),"$2,001+",0
C01359,OTHER_COC,Provider_13,2022-05-12,2022-06-23,1,1,Other,No Income,0
C01360,SHI,Provider_11,2023-03-30,2023-12-31,1,1,Staying with friends (permanent),Data Not Collected,0
C01361,OTHER_COC,Provider_08,2022-04-08,2022-10-05,1,1,Staying with family (temporary),"$2,001+",0
C01362,OTHER_COC,Provider_13,2022-02-07,2022-08-26,1,1,"Rental by client, no ongoing housing subsidy",No Income,1
C01363,CEA,Provider_10,2023-04-19,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01364,SHI,Provider_03,2022-09-23,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C01365,OTHER_COC,Provider_07,2022-12-11,2023-04-11,1,1,Staying with family (temporary),No Income,1
C01366,OTHER_COC,Provider_08,2023-02-07,2023-10-03,1,1,Emergency shelter (voucher),"$2,001+",1
C01367,SHI,Provider_08,2022-08-30,2022-11-27,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01368,OTHER_COC,Provider_13,2022-01-28,2022-06-26,1,1,Emergency shelter (voucher),"$2,001+",1
C01369,HHCM,Provider_07,2022-06-16,2023-01-26,1,0,No Exit Interview completed,No Income,0
C01370,HHCM,Provider_02,2023-11-22,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01371,OTHER_COC,Provider_02,2022-06-16,2022-08-13,1,1,Emergency shelter (voucher),"$501–$1,000",1
C01372,OTHER_COC,Provider_13,2023-05-09,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01373,SHI,Provider_01,2023-05-25,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C01374,HHCM,Provider_13,2022-11-16,2023-06-17,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01375,OTHER_COC,Provider_01,2023-11-14,2023-12-31,0,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01376,OTHER_COC,Provider_06,2023-04-11,2023-08-03,1,1,No Exit Interview completed,Data Not Collected,1
C01377,SHI,Provider_12,2023-01-07,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01378,HHCM,Provider_06,2022-09-27,2022-12-13,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C01379,CEA,Provider_13,2022-11-05,2023-06-02,1,1,Other,No Income,0
C01380,OTHER_COC,Provider_01,2022-03-17,2022-07-27,1,1,Staying with friends (temporary),"$2,001+",0
C01381,OTHER_COC,Provider_07,2023-09-23,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C01382,SHI,Provider_08,2022-11-02,2023-11-28,1,1,Staying with family (permanent),"$2,001+",0
C01383,OTHER_COC,Provider_13,2023-11-23,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01384,OTHER_COC,Provider_01,2022-01-05,2022-08-18,1,1,Staying with family (temporary),"$2,001+",1
C01385,HHCM,Provider_03,2023-08-09,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01386,OTHER_COC,Provider_08,2023-01-30,2023-10-19,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01387,OTHER_COC,Provider_15,2023-07-25,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01388,OTHER_COC,Provider_13,2022-07-03,2023-07-03,1,0,No Exit Interview completed,"$2,001+",0
C01389,OTHER_COC,Provider_13,2022-09-28,2022-11-25,1,1,"Rental by client, no ongoing housing subsidy",$251–$500,1
C01390,OTHER_COC,Provider_07,2023-06-30,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01391,OTHER_COC,Provider_08,2023-10-18,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C01392,OTHER_COC,Provider_13,2023-06-30,2023-11-16,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C01393,OTHER_COC,Provider_13,2023-02-19,2023-05-16,1,1,Staying with friends (temporary),"$2,001+",0
C01394,SHI,Provider_12,2023-05-17,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C01395,OTHER_COC,Provider_13,2022-05-18,2022-08-09,1,1,Other,"$1,001–$1,500",0
C01396,CEA,Provider_13,2023-04-17,2023-11-11,1,1,Staying with family (temporary),No Income,0
C01397,OTHER_COC,Provider_01,2023-02-17,2023-07-16,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01398,OTHER_COC,Provider_03,2023-11-11,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01399,OTHER_COC,Provider_15,2022-12-01,2023-03-27,1,0,No Exit Interview completed,"$2,001+",1
C01400,OTHER_COC,Provider_08,2022-04-03,2022-08-30,1,1,Staying with friends (temporary),"$2,001+",0
C01401,OTHER_COC,Provider_02,2022-03-15,2022-06-14,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C01402,SHI,Provider_07,2022-06-02,2023-05-09,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C01403,OTHER_COC,Provider_08,2022-04-20,2022-08-02,1,1,Staying with family (temporary),"$2,001+",1
C01404,OTHER_COC,Provider_13,2023-04-07,2023-06-15,1,1,Staying with family (temporary),"$2,001+",1
C01405,OTHER_COC,Provider_12,2023-11-13,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01406,HHCM,Provider_01,2023-09-14,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01407,CEA,Provider_06,2022-12-19,2023-07-06,1,0,No Exit Interview completed,"$2,001+",0
C01408,SHI,Provider_01,2022-08-27,2023-07-10,1,1,Deceased,"$2,001+",0
C01409,OTHER_COC,Provider_13,2023-07-01,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C01410,OTHER_COC,Provider_02,2022-05-11,2022-08-04,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C01411,OTHER_COC,Provider_08,2022-01-07,2022-05-01,1,1,Staying with friends (temporary),"$2,001+",0
C01412,HHCM,Provider_08,2023-01-11,2023-08-23,1,1,Staying with friends (temporary),"$2,001+",0
C01413,CEA,Provider_08,2023-12-18,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01414,OTHER_COC,Provider_08,2023-12-03,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01415,OTHER_COC,Provider_10,2023-11-24,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,1
C01416,OTHER_COC,Provider_08,2023-03-26,2023-07-10,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01417,OTHER_COC,Provider_01,2022-10-09,2023-03-14,1,1,Emergency shelter (voucher),"$2,001+",1
C01418,OTHER_COC,Provider_03,2022-07-07,2022-12-07,1,1,Emergency shelter (voucher),"$2,001+",0
C01419,SHI,Provider_08,2023-08-18,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C01420,OTHER_COC,Provider_03,2023-06-20,2023-10-26,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01421,OTHER_COC,Provider_12,2023-01-07,2023-12-31,0,0,No Exit Interview completed,Data Not Collected,0
C01422,HHCM,Provider_03,2023-08-22,2023-12-31,1,1,Place not meant for habitation,Data Not Collected,0
C01423,OTHER_COC,Provider_13,2023-09-28,2023-11-29,1,1,Other,Data Not Collected,0
C01424,OTHER_COC,Provider_02,2022-12-15,2023-06-25,1,1,Staying with family (temporary),No Income,0
C01425,OTHER_COC,Provider_12,2023-02-12,2023-05-29,1,1,Emergency shelter (voucher),"$2,001+",0
C01426,OTHER_COC,Provider_02,2023-09-15,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01427,CEA,Provider_07,2022-08-18,2023-01-13,1,1,Emergency shelter (voucher),"$2,001+",0
C01428,SHI,Provider_03,2023-03-07,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C01429,HHCM,Provider_08,2023-07-25,2023-12-31,1,0,No Exit Interview completed,Data Not Collected,0
C01430,HHCM,Provider_02,2023-08-05,2023-12-16,1,0,No Exit Interview completed,"$2,001+",0
C01431,OTHER_COC,Provider_12,2022-05-09,2022-08-24,1,1,Staying with family (temporary),"$2,001+",1
C01432,OTHER_COC,Provider_08,2023-06-14,2023-07-19,1,1,Other,"$2,001+",1
C01433,OTHER_COC,Provider_15,2023-04-27,2023-09-11,1,1,Staying with family (temporary),"$2,001+",1
C01434,OTHER_COC,Provider_10,2022-11-07,2023-02-27,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01435,CEA,Provider_08,2022-03-29,2022-07-13,1,1,Staying with family (temporary),"$2,001+",0
C01436,CEA,Provider_13,2022-02-10,2022-04-17,1,1,Staying with friends (temporary),"$1,001–$1,500",0
C01437,HHCM,Provider_02,2022-01-21,2022-09-18,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01438,OTHER_COC,Provider_08,2023-08-16,2023-10-14,1,1,Staying with friends (temporary),"$2,001+",1
C01439,OTHER_COC,Provider_06,2023-08-10,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C01440,SHI,Provider_10,2022-05-16,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01441,OTHER_COC,Provider_01,2022-02-01,2022-10-05,1,1,Staying with friends (temporary),$251–$500,1
C01442,OTHER_COC,Provider_06,2022-05-30,2022-07-27,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01443,OTHER_COC,Provider_08,2022-11-25,2023-02-23,1,1,Staying with friends (temporary),"$2,001+",0
C01444,OTHER_COC,Provider_06,2022-09-14,2023-03-13,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C01445,SHI,Provider_02,2022-08-09,2023-07-28,1,1,Jail/prison/juvenile detention,"$1,001–$1,500",0
C01446,OTHER_COC,Provider_07,2022-04-25,2022-06-26,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01447,OTHER_COC,Provider_13,2022-06-18,2022-10-26,1,1,Emergency shelter (voucher),No Income,0
C01448,SHI,Provider_02,2022-08-10,2023-03-03,1,1,Staying with friends (temporary),"$2,001+",0
C01449,HHCM,Provider_03,2023-12-12,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01450,HHCM,Provider_16,2022-05-12,2023-01-07,1,1,Staying with friends (temporary),"$2,001+",1
C01451,OTHER_COC,Provider_14,2022-09-27,2022-12-23,1,1,Staying with family (temporary),"$2,001+",1
C01452,OTHER_COC,Provider_01,2022-08-06,2022-10-03,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C01453,OTHER_COC,Provider_07,2022-05-26,2022-08-14,1,1,Staying with friends (temporary),"$2,001+",0
C01454,SHI,Provider_01,2022-08-18,2023-02-22,1,1,Staying with family (temporary),"$1,501–$2,000",1
C01455,SHI,Provider_15,2023-02-21,2023-08-22,1,1,Staying with friends (temporary),"$2,001+",0
C01456,OTHER_COC,Provider_06,2023-03-27,2023-05-09,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01457,CEA,Provider_06,2022-10-28,2023-01-02,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C01458,OTHER_COC,Provider_03,2023-08-07,2023-11-19,1,1,Emergency shelter (voucher),"$2,001+",0
C01459,OTHER_COC,Provider_08,2023-05-28,2023-08-21,1,1,Staying with friends (temporary),"$1,501–$2,000",1
C01460,SHI,Provider_02,2022-09-13,2023-07-03,1,1,No Exit Interview completed,"$2,001+",1
C01461,OTHER_COC,Provider_12,2022-01-28,2022-12-19,1,1,Other,No Income,1
C01462,CEA,Provider_07,2022-08-08,2023-02-18,1,0,No Exit Interview completed,"$1,001–$1,500",0
C01463,OTHER_COC,Provider_08,2023-10-29,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,0
C01464,OTHER_COC,Provider_13,2023-01-05,2023-03-15,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C01465,OTHER_COC,Provider_02,2022-07-02,2022-11-03,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C01466,HHCM,Provider_02,2023-06-06,2023-10-29,1,1,Place not meant for habitation,"$2,001+",0
C01467,OTHER_COC,Provider_06,2022-06-05,2023-06-05,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C01468,OTHER_COC,Provider_12,2023-03-19,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01469,OTHER_COC,Provider_01,2022-06-12,2022-09-01,1,1,Emergency shelter (voucher),"$2,001+",0
C01470,CEA,Provider_12,2022-08-14,2022-10-30,1,1,Staying with family (temporary),"$2,001+",1
C01471,OTHER_COC,Provider_07,2023-09-17,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C01472,OTHER_COC,Provider_08,2023-01-09,2023-07-28,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C01473,OTHER_COC,Provider_08,2022-11-12,2023-03-02,1,1,Staying with friends (temporary),"$2,001+",1
C01474,OTHER_COC,Provider_01,2022-05-03,2022-07-29,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
